,Id,path,speakerId,Self-reported fluency level ,First Language spoken,Current language used for work/school,gender,ageRange,rolloff_mean,rolloff_std,flux_mean,flux_std,centroid_mean,centroid_std,zcr_mean,zcr_std,duration,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40,mfcc_41,mfcc_42,mfcc_43,mfcc_44,mfcc_45,mfcc_46,mfcc_47,mfcc_48,mfcc_49,chroma_cens_0,chroma_cens_1,chroma_cens_2,chroma_cens_3,chroma_cens_4,chroma_cens_5,chroma_cens_6,chroma_cens_7,chroma_cens_8,chroma_cens_9,chroma_cens_10,chroma_cens_11
838,838,dsl_data/audio/speakers/aokxBz9LxXHzZzay/fba79120-44d0-11e9-a8b6-e96f2628bf65.wav,aokxBz9LxXHzZzay,3,0,0,1,0,2980.92494996126,1558.3806882445501,1.6705785,1.9610087,1616.0044280011195,1109.8876764902145,0.098388671875,0.297839455280313,2.786394557823129,-412.96698,90.37938,2.0496778,55.824963,2.5099854,-30.679228,-24.663124,-6.2828507,-14.036637,-17.34432,-9.939028,-15.731838,-8.550416,-5.7570305,-14.027947,-16.026815,-3.6841023,-10.24336,-12.116823,-9.758839,-11.81604,-4.9980536,-6.017942,0.7708787,2.6019661,5.8113823,6.2604537,-0.3675342,3.4568644,2.6025555,-0.19575427,1.48732,2.1157136,-3.5548332,-1.6742406,0.33765426,-1.7778392,0.5552685,-1.917386,-3.6897974,-3.4190211,-2.7694588,-5.4419,-5.001444,-4.403313,-5.440223,-1.8525708,-3.9032385,-2.36263,1.6409087,0.4142368,0.3488961,0.21509776,0.05710669,0.04774836,0.074269,0.0921612,0.11847575,0.15725794,0.32181537,0.3726282,0.45308965
839,839,dsl_data/audio/speakers/k5bqyxx2lzIbrlg9/fd8e0e50-4526-11e9-a843-8db76f4b5e29.wav,k5bqyxx2lzIbrlg9,3,0,0,0,0,3512.83447265625,1725.0318405436592,1.4118506,2.4389837,1952.0507071948507,1090.7697144189806,0.13278321678321678,0.33934029251463493,1.6213151927437641,-370.64404,74.624794,-6.0345306,23.053825,-15.726598,-5.6258435,-29.644093,-11.8198395,-4.3654847,-12.717473,0.02855122,-18.24268,-7.5415177,-2.7256303,-10.363084,-8.736319,-5.072646,-1.8542346,-4.094026,-5.7720184,-5.641256,-2.8050342,-2.7011878,-1.9027029,-0.729653,0.746138,0.40937096,4.1217465,-0.62441367,-4.8081527,1.1466979,-3.6288795,-0.37977242,0.5603426,-4.282322,-2.4355783,-2.2703803,-3.9600282,-5.2740364,-3.7715895,-4.484637,-3.1263793,-2.2813764,-0.100772575,1.8499521,3.9946668,6.9626927,2.1945953,1.0570924,-0.5193545,0.36934224,0.26683232,0.3590052,0.35483894,0.23802964,0.15127619,0.16470598,0.17561363,0.14663844,0.19195658,0.23716095,0.3788549
840,840,dsl_data/audio/speakers/V4ZbwLm9G5irobWn/568ba690-4525-11e9-a843-8db76f4b5e29.wav,V4ZbwLm9G5irobWn,3,0,0,1,1,5032.393194402306,1249.005471107404,1.5632472,1.9917996,2617.935566700886,818.9693684072863,0.19320489702951504,0.3948123159088753,2.389342403628118,-398.24106,77.85231,-36.323933,35.362385,-24.715282,15.456757,-11.680566,-3.4111674,-5.501693,-0.811484,4.8544803,-7.3209796,1.4189882,-8.27232,4.965316,-8.420766,-1.8864379,-0.52126324,-3.9813328,-0.20178232,-6.1063256,-0.9464975,-4.96475,-0.5252844,-4.623112,-2.0974112,-1.2489934,2.2549765,3.7817142,2.034266,5.534813,-1.011595,4.434979,1.4821484,1.5213916,0.40949458,-2.382845,-0.40358582,-2.611212,0.25657633,-1.051137,-0.043269824,-2.0757074,-1.465124,-1.4020759,-1.4483247,-1.4032803,-4.1257405,-2.3888144,-2.882487,0.1892134,0.17880294,0.17402112,0.24739467,0.21273367,0.25648484,0.223947,0.222884,0.2726644,0.25306016,0.50095,0.3841817
841,841,dsl_data/audio/speakers/aokxBz9LxXHzZzay/53cba000-44d4-11e9-a8b6-e96f2628bf65.wav,aokxBz9LxXHzZzay,3,0,0,1,0,3464.2822265625,1792.401671845057,1.5732149,2.1404076,2144.453425138758,1518.2915850852198,0.14011793870192307,0.3471093515822459,2.414875283446712,-400.32764,71.00302,6.4422874,25.16586,-33.123737,6.9900284,-19.373117,-5.955315,-1.8403261,-13.990955,0.48405072,-8.797086,-6.721669,-14.171201,-12.664216,-13.90964,-8.939191,-5.747957,-6.5748806,-6.8438525,-8.757042,-5.6652317,-4.5239115,-2.033591,-4.8791857,0.8558095,-1.9236469,0.5227495,5.0205026,2.100034,6.975107,1.9557166,0.7200734,0.022109536,-1.1366695,-0.36279345,-1.175244,-2.762727,-4.202611,-2.1994226,-2.0169382,-3.028152,-3.2763183,-1.1187229,-4.1802998,-3.1017656,-0.8162376,-2.7332165,-0.6271303,-0.5572668,0.24546033,0.16557086,0.24553926,0.16745152,0.1512754,0.1647328,0.16470335,0.16766684,0.21171224,0.41581312,0.47833356,0.43398777
842,842,dsl_data/audio/speakers/Q4vMvpXkXBsqryvZ/d6d9f9b0-4515-11e9-9035-7943ec3b842a.wav,Q4vMvpXkXBsqryvZ,3,0,0,1,1,4402.020048253677,2300.1352814952056,1.4351774,1.8841637,2611.574360100761,1557.5891233457107,0.18385784925366236,0.38736822342763216,1.962721088435374,-357.39758,73.040665,-9.049062,-10.671978,-38.926727,13.073847,-22.270563,12.238928,-19.625496,-13.62322,-8.812614,-17.000662,-13.056441,-19.441978,-3.3004642,-21.441936,8.927346,-2.3922548,-0.98094976,4.393753,-5.663385,-0.18832043,-4.3795447,2.6286027,-9.75521,1.1199747,-5.860725,-7.468696,-2.3342366,-3.6003928,-1.6442349,-3.9681582,0.25258684,-6.221237,1.2532569,-0.52591515,-0.75882435,0.2693935,4.331382,3.6377428,-1.4229112,2.4505281,-0.6623645,0.3800074,-4.982065,-0.00798959,-1.905371,-1.6716725,1.4590483,-1.4264034,0.26065385,0.22575356,0.26199,0.18370545,0.19057979,0.4626442,0.4278069,0.29428235,0.27631235,0.2242406,0.19375335,0.19936532
843,843,dsl_data/audio/speakers/V4ejqNL4xbUKkYrV/3ab23b30-459a-11e9-bf4b-216bfa333ac2.wav,V4ejqNL4xbUKkYrV,3,0,0,0,0,3944.756146599265,2036.7972388843004,1.6640153,2.1909666,2247.2197364134136,1199.6226900532686,0.2051619760617404,0.40381993467408495,1.962721088435374,-509.80368,99.73342,-10.5093155,37.874092,-4.513927,2.8664541,-13.790349,-11.529255,-2.539358,-3.7012315,0.8386218,-0.5535913,-0.9220927,-5.0632334,1.0343809,-3.102151,-3.5028245,-6.278904,0.24942984,-3.205161,-6.328126,4.5657716,-2.8350732,-1.5555427,-2.687954,-0.77621174,-2.7530394,-4.572198,0.62337995,-4.6334968,-2.3885226,-1.752984,-2.161988,-0.7649261,-1.1413976,-2.0650837,0.9041972,0.4054404,-3.2709033,0.8623521,-1.2795428,-3.1835902,-0.20415449,0.16432692,-2.259745,0.48681295,1.9150766,-3.4583313,-1.8706512,-0.3886836,0.23826471,0.3561043,0.3876413,0.37482834,0.37833074,0.34027666,0.24029209,0.19533415,0.2009933,0.15897217,0.13207261,0.2142322
844,844,dsl_data/audio/speakers/V4ejqNL4xbUKkYrV/fa568330-4598-11e9-bf4b-216bfa333ac2.wav,V4ejqNL4xbUKkYrV,3,0,0,0,0,3031.5673828125,1753.455610975473,1.5174108,1.5971191,1684.8911743368978,1070.4006924718271,0.11952447552447552,0.32440464743137476,1.6213151927437641,-454.43735,133.86497,-13.224594,45.11779,0.25047904,6.636921,-19.445902,-18.478891,-3.0507874,-3.9760964,1.9177059,1.7648457,6.2517676,-7.1772466,0.55306095,4.1273427,-6.748493,-7.68054,3.8341196,-2.584842,-14.322507,-7.1099567,-6.792273,-5.9938016,-7.2637787,0.57346135,-3.7055707,-6.586387,2.5738084,-4.718321,-5.3809485,-1.9830238,-0.021774193,-2.8403149,-2.7143898,-2.3301227,-2.657064,0.2414219,-3.2041209,-2.2882626,-0.93458897,-0.28477708,-0.85425025,0.16740552,-1.0040096,-1.8183943,0.9388003,0.5536533,0.82596457,-2.0014102,0.36202005,0.3481082,0.32632977,0.35398325,0.21679503,0.15877266,0.16484125,0.2391243,0.18641739,0.2558699,0.29930362,0.30203664
845,845,dsl_data/audio/speakers/k5bqyxx2lzIbrlg9/5941f020-4529-11e9-a843-8db76f4b5e29.wav,k5bqyxx2lzIbrlg9,3,0,0,0,0,3565.283203125,1924.2298551168446,1.6939421,1.7684174,1974.7116268665886,1281.201229565071,0.13609790664029053,0.342892499842766,3.0720181405895692,-258.1908,99.97474,3.6353939,47.033173,-31.11344,-5.224655,-47.310555,-7.3976626,-9.139547,-30.460934,2.9462626,-23.390766,-6.7971454,-4.8047867,-12.752079,-9.69088,-13.636145,-6.44152,-3.4376202,-8.878568,-5.3688827,-0.07344187,-4.1195087,-4.6628814,-1.1675503,2.308304,-4.825679,2.4185703,0.27559415,-4.9660454,3.4186966,-2.4892776,-1.0263605,0.14358056,-4.120176,-3.5681903,-1.3265207,-7.5272675,-3.3209357,-0.72805464,-6.792567,0.75479597,-5.783637,-6.6164613,-1.6098393,-2.6552448,0.49291763,0.5524697,0.24942544,-2.493153,0.24950083,0.31728935,0.28226718,0.16984788,0.22745809,0.13478296,0.14716272,0.1402494,0.19441652,0.3151229,0.4079203,0.38391823
846,846,dsl_data/audio/speakers/k5bqyxx2lzIbrlg9/8f28eb30-4529-11e9-a843-8db76f4b5e29.wav,k5bqyxx2lzIbrlg9,3,0,0,0,0,3646.2282342425847,1576.506278541309,1.1779699,1.3602431,1845.4635580225236,945.617964830521,0.11436258553112337,0.3182511344233668,1.3653514739229025,-443.4124,62.70655,8.297665,19.796368,-8.800656,-10.676018,-19.40203,-4.9098063,-4.457611,-16.18354,-6.257566,-10.038577,-8.283409,-8.18261,-10.291971,-5.2793083,-2.6384075,-3.7586966,-3.4464166,-2.9545345,-3.6889894,-4.377199,-4.3436027,-1.8692417,-0.017278478,2.2002122,1.9326377,3.200631,-0.47294345,-3.63984,0.92262524,-2.269801,-2.0414076,1.2563045,-2.111929,-2.0518727,-1.3796493,-3.2822168,-0.44991177,-0.47810626,-0.40210727,1.68491,-1.7845917,-1.1948165,-2.9727225,-2.3947809,1.9070476,1.7219601,3.9363658,2.2234113,0.360392,0.36704546,0.3426877,0.17134176,0.14453866,0.2082258,0.2217086,0.17717025,0.20047675,0.20593306,0.31621522,0.3876646
847,847,dsl_data/audio/speakers/NgQEvO2x7Vh3xy2xz/7a14c320-45bc-11e9-8ec0-7bf21d1cfe30.wav,NgQEvO2x7Vh3xy2xz,3,0,0,0,0,638.5025390625,1258.1997989670754,0.9103964,1.7900692,374.619866360941,636.6476126336071,0.024306749617031918,0.15399977772739426,2.9013151927437644,-483.63535,79.13633,12.085166,17.075668,16.55374,-2.6704094,-7.1754103,-9.682634,-7.443786,0.52809703,-1.2269266,-3.7003484,-2.0144777,-1.948948,0.43703932,-0.8424397,-6.512247,-3.9914565,-0.95046604,-5.1379685,-4.6212234,-1.5779094,-4.1603885,-4.511797,-2.3842745,-3.3313408,-3.2552516,-2.1348925,-2.592638,-2.5894182,-2.1190383,-1.7694207,-1.849164,-2.6546638,-2.1478603,-1.5376033,-2.2029233,-1.7187929,-2.1062152,-3.2409296,-1.3524194,-0.8382616,-2.8923318,-2.4288936,-1.7461845,-2.5034263,-2.113208,-2.1851993,-2.726817,-1.6619235,0.29779947,0.15526024,0.07775907,0.05698835,0.08248801,0.14648993,0.15374574,0.2890588,0.3323193,0.42048788,0.4462952,0.39777052
848,848,dsl_data/audio/speakers/4BrX8aDqK2cLZRYl/cff92500-452c-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,3,0,0,1,0,4449.759521484375,1394.5207347585626,1.3314617,2.7305725,2297.7112541835945,1359.4561201963866,0.1126541914911471,0.3161696137054019,3.242721088435374,-417.7889,55.28554,-2.6366072,24.174128,-13.704947,24.470304,-11.401826,4.4397573,6.436653,6.403819,1.0588322,-8.938237,-2.7413647,-10.958266,-2.1667044,-6.281907,0.47011632,-8.783894,-5.682818,-4.5998354,-4.1218576,-0.5228267,-7.4770107,-1.8672551,-6.6023126,-0.8644333,-3.8902524,-4.8326187,-6.679822,-6.4776363,-2.1364899,-5.260436,-3.0384984,-1.4920441,3.6502507,-3.8510044,-2.7341204,-3.122264,-5.150061,-0.78166497,-2.5645616,-0.53263444,-1.827581,-1.8246475,-3.3267953,-0.5792128,-0.20157668,-0.6195572,-0.8975272,-1.621137,0.14288907,0.15912098,0.19123946,0.16127853,0.16132377,0.12888014,0.09836026,0.17628178,0.32168993,0.26974034,0.39499775,0.55345243
849,849,dsl_data/audio/speakers/7B4XmNppyrCK977p/056f8e40-45cd-11e9-9992-dfba019cb646.wav,7B4XmNppyrCK977p,3,0,0,0,1,3955.9950086805557,2220.598622996738,1.0411582,2.2268329,2372.788439469841,1353.8785119179533,0.18091556951322624,0.38494821238827853,1.8773242630385487,-554.3765,64.54714,-8.750535,6.157177,-13.479911,-17.154873,2.8896604,-0.90242475,-7.7507544,-4.8735857,-8.950153,-2.0724294,0.32567978,-7.521156,-2.1581132,-4.3083415,-5.9697757,-2.8627975,-1.4647319,-2.3746352,-5.3568063,-2.393734,-3.6148975,-4.3855224,-1.0212377,-2.4951775,-5.0903797,-2.1623054,-1.1449431,-4.0570607,-2.7137146,-1.6594306,-2.8572097,-2.3217025,-1.0250621,-3.235969,-3.0919917,-0.39896253,-1.4564751,-0.75831425,-1.194996,-1.988548,-0.00774327,-1.153367,-1.7879407,-0.54205066,-0.74831206,0.12368614,1.7255434,2.2649405,0.39798293,0.30111295,0.26653934,0.19829601,0.17524254,0.14254163,0.13502198,0.18650882,0.24135004,0.24407764,0.29994282,0.4139531
850,850,dsl_data/audio/speakers/V4ejqNL4xbUKkYrV/63dfea10-45a5-11e9-bf4b-216bfa333ac2.wav,V4ejqNL4xbUKkYrV,3,0,0,0,0,3421.047472597948,2037.0205491638628,1.7729013,2.1465251,1726.476658592228,1038.805038713109,0.12710738433375654,0.33309322596172264,1.5360090702947846,-505.26685,123.94964,7.4256253,40.43229,-5.810362,-22.285597,-3.8576784,-2.764736,-13.98167,-2.2830207,-5.3809595,-9.822727,2.7620862,-4.693987,1.2356358,3.8703063,-0.81278455,-3.5547645,-4.2393317,-4.4171963,-3.3815384,-1.068266,-6.124129,-4.7644653,-2.281497,0.096853726,-4.915636,-5.549338,-1.2114105,-3.1196132,-2.1192708,-1.7583402,2.1084602,-0.41773123,-3.1446993,-2.5337605,-2.0745115,-2.5773423,-3.2403955,0.128134,-3.8443298,-2.3852797,-0.96354485,-3.4295995,-1.5486116,-1.3999835,-1.5056367,-2.408308,-1.8619193,-1.2184159,0.09513834,0.120778084,0.15123327,0.18303378,0.27320275,0.33981308,0.3681747,0.41961062,0.4253112,0.32378376,0.2385662,0.17466667
851,851,dsl_data/audio/speakers/7B4XmNppyrCK977p/078f6100-45cd-11e9-9992-dfba019cb646.wav,7B4XmNppyrCK977p,3,0,0,0,1,4076.9046267947633,2178.139267376243,0.97287357,2.1913543,2342.9461839175683,1222.9195037748768,0.1775303589934366,0.3821169070181246,1.7067120181405895,-548.4063,73.93612,-17.241474,2.5415304,-0.91848654,-18.086521,2.8512783,2.235388,-10.442035,-2.8031778,-3.6442573,-7.510794,-1.8420299,-3.8698075,-5.1337786,-2.296452,-6.384779,-5.5021634,-2.1311088,-7.487196,-6.4788146,-0.40190336,-4.6912203,-5.1369414,-0.49778026,-5.153237,-4.085808,0.08556942,-4.596291,-3.158714,-1.4312643,-3.9853277,-1.2247195,-2.0288231,-3.5192695,-1.2976105,-2.5975037,-2.5131707,-1.622068,-3.3527856,-2.7186232,-1.9628993,-2.4366603,-1.1806034,-0.9312936,-0.5094688,2.339371,4.5650334,6.314278,5.268046,0.3910957,0.35387033,0.32328478,0.15701096,0.12986991,0.14623937,0.119562715,0.15081502,0.26008993,0.2795283,0.31074825,0.35765988
852,852,dsl_data/audio/speakers/4BrX8aDqK2cLZRYl/21a5a720-452d-11e9-b1e4-e5985dca719e.wav,4BrX8aDqK2cLZRYl,3,0,0,1,0,3959.7087138407937,1298.650698991775,1.276212,2.4351032,1875.9604092564239,982.8306347387032,0.08082217261904762,0.27256182607288293,3.4133333333333336,-414.42123,70.41442,-0.75923777,38.173817,1.0924287,15.005778,-7.738044,0.17324118,6.5751185,4.6111307,-3.2990682,-9.193428,-4.664787,-9.942618,-2.4616494,-4.2196336,1.3264076,-6.6932454,-5.8009267,-3.9105124,-4.1153545,-1.2382656,-7.3513627,-1.228045,-4.6653337,-1.6795669,-2.6899834,-4.2937136,-4.936329,-6.044358,-0.17208058,-4.569414,-3.485152,1.2108113,3.4740882,-1.0069551,-0.6005003,-0.6222228,-4.4479666,-0.110585235,-0.4347833,-0.97924143,-0.35163987,-1.316531,-1.6845601,-1.1824279,-1.2422819,0.53523636,-1.0067647,-2.4241264,0.16405836,0.10633157,0.17361285,0.16281721,0.17188567,0.18672471,0.17857498,0.31403917,0.36168075,0.31482917,0.3728051,0.40026155
853,853,dsl_data/audio/speakers/oOK5kxoW7dskMbaK/edf2efd0-44ed-11e9-a1ea-79ca03012c0e.wav,oOK5kxoW7dskMbaK,3,0,0,1,0,3848.147634732521,2380.650327170745,1.5914369,2.2636747,2186.2705038226827,1334.7958395369371,0.18041254235036205,0.38453069697104925,2.730702947845805,-357.33844,96.345215,3.955418,25.339987,-21.440905,-4.2239003,-18.630688,-3.0606923,-7.930876,-7.8939443,0.27045715,-7.598347,-3.6240833,-6.0325413,-1.8867849,-10.761536,-4.3871536,-3.1205873,-5.0906787,-7.005306,-3.2307339,-2.192044,-8.107144,0.56300044,-4.432804,-1.8351803,-3.6602287,-4.233774,-2.3224857,-4.921593,0.9939854,-0.9235791,-3.2664073,-4.4347115,-0.22578046,0.71336496,0.75987166,2.3045123,2.857502,4.928092,3.4531226,1.9214083,0.7197039,1.5498524,-0.07454431,0.09679523,-0.52096355,-0.79767215,0.20199239,-0.716042,0.24296685,0.24338998,0.22439618,0.23124099,0.3600454,0.38252854,0.33493093,0.29606563,0.26097223,0.23663427,0.21339306,0.21917966
854,854,dsl_data/audio/speakers/oOK5kxoW7dskMbaK/5541b150-44ec-11e9-a1ea-79ca03012c0e.wav,oOK5kxoW7dskMbaK,3,0,0,1,0,3864.3486328125,2016.7840329224957,1.3502638,2.1010103,1878.1939603356766,894.8930957939614,0.12599401621919534,0.3318426194691581,2.304036281179138,-414.5198,98.757454,7.2852716,31.052576,-9.13528,-7.212236,-11.393272,-0.56226426,-8.292931,-8.299106,2.0441682,-3.8835993,-3.2559702,-6.243265,-0.6158633,-7.9816065,-6.5351315,-3.01883,-6.3229084,-5.5757155,-2.523131,-3.4493148,-6.606914,-2.5962713,-8.360147,-6.056929,-5.2358565,-5.583921,-3.0322177,-4.2517824,-2.4656296,-3.515396,-1.0456008,-3.3899834,-1.5128037,0.44381538,-1.8556895,0.29108047,1.5129389,3.6935098,4.8189692,4.767763,2.3696206,1.4314504,-0.5180097,-1.3625368,-0.5615881,-0.34320155,-0.22442523,-1.4272015,0.20591673,0.21745461,0.18265335,0.22790827,0.45824933,0.38974983,0.2646157,0.22706154,0.19410793,0.24006818,0.19545019,0.2451083
855,855,dsl_data/audio/speakers/ppymZZDb2Bf4NQnE/35dd0650-44f3-11e9-a1ea-79ca03012c0e.wav,ppymZZDb2Bf4NQnE,3,0,0,1,1,5091.866361177885,1513.3414569034182,1.9430717,2.4548805,2972.799570620347,1252.9285256536461,0.23493063038793102,0.42395545673273305,2.693514739229025,-320.01105,65.975334,-40.472614,43.87798,-36.8402,18.35067,-24.069202,6.81498,-8.654889,-0.6011117,-1.1933479,-10.198078,6.6467023,-7.3828287,8.708649,-15.291641,6.274637,-6.2769465,-5.4895415,3.6003058,-5.8497543,3.2316759,-5.6522565,1.828068,-6.199335,2.170319,-1.5401392,0.81162524,2.2065566,-1.8880603,1.0456964,-4.6410003,3.067114,-3.3891554,-1.2175407,-0.7850021,0.7707793,-0.40902725,-2.426323,0.4385695,-1.2938195,-0.061470512,-2.3133857,0.48505569,-1.2258579,1.5115514,0.3917998,0.72447336,1.2231427,-0.12772295,0.2955209,0.25767982,0.2820758,0.23789608,0.2263702,0.22168256,0.25550005,0.2515189,0.20081589,0.24482082,0.38031414,0.3775072
856,856,dsl_data/audio/speakers/aokxBz9LxXHzZzay/09ffbc10-44cd-11e9-a8b6-e96f2628bf65.wav,aokxBz9LxXHzZzay,3,0,0,1,0,2338.885857077206,1329.0987838431672,0.9240983,1.2206037,1218.0280177912316,641.2919773997025,0.05224487897881839,0.22252045209217738,1.9505215419501134,-426.64523,64.61008,12.074122,33.384632,5.215228,-10.03363,-12.565066,-14.212644,-7.1535716,-9.224458,-11.520522,-8.38291,-11.274996,-7.4996467,-2.8987215,-10.010163,-6.4825883,-5.223527,-8.646385,-10.375527,-11.920662,-9.499647,-9.32385,-5.630514,-2.3560214,-1.5010804,-1.1693451,1.8757342,6.0036635,6.6015725,6.577254,4.2005725,3.2153,1.2919741,-0.9004825,-2.1173904,-2.4228091,-1.7954931,-3.1479018,-2.7230563,-2.742055,-3.5232787,-3.6585014,-2.9251065,-3.2478132,-3.166513,-2.401164,-3.2368748,-1.2318853,-0.85654944,0.21039361,0.094645895,0.13786328,0.034206964,0.027893415,0.039374202,0.06095529,0.12624276,0.1909036,0.4849529,0.5589767,0.5097842
857,857,dsl_data/audio/speakers/V4ZbwLm9G5irobWn/1bb49300-452b-11e9-a843-8db76f4b5e29.wav,V4ZbwLm9G5irobWn,3,0,0,1,1,5251.638018074682,1046.6449428650437,1.6210798,1.9756627,2915.6151939354104,776.5064165916945,0.2182787484222414,0.4130776396870947,2.730702947845805,-378.26443,62.974354,-32.14326,57.53918,-31.003065,13.307909,-13.054211,-1.0077676,-5.137949,-4.3327336,2.2068946,-5.9961433,1.7240546,-10.78362,5.1587577,-8.188658,0.16652338,-1.3577266,-2.7903557,1.0380015,-3.1307154,-1.028907,-6.6920724,3.7741494,-4.184803,-1.7428097,-2.5972626,-1.4613125,-1.1556602,-1.7869993,2.0080562,-4.3781705,4.868798,0.35889897,0.27894095,-0.07475835,-1.341156,1.0337824,0.08131876,3.1803486,-0.049558047,0.7834197,0.080168694,1.5894108,-1.2641135,-1.9722599,-2.2618086,-3.1508567,-1.031166,-2.8600168,0.20488441,0.15701865,0.17484044,0.24538714,0.25024685,0.25813454,0.2647659,0.24575359,0.305548,0.2639654,0.38120306,0.3844188
858,858,dsl_data/audio/speakers/k5bqyxx2lzIbrlg9/4c18fa90-4526-11e9-a843-8db76f4b5e29.wav,k5bqyxx2lzIbrlg9,3,0,0,0,0,4024.09423828125,1725.9680605673898,1.5435116,2.1259885,2436.914263812213,1482.1725442379388,0.17843356643356642,0.3828773025439932,1.6213151927437641,-387.7694,57.987865,3.9138105,31.80233,-26.746225,2.079141,-38.571293,-25.159607,3.4342802,-20.136786,-5.368482,-11.708296,-9.5671835,-3.3869262,-6.410347,-4.2150927,-3.0512664,-4.986409,-3.428334,-3.612114,-6.2217507,-1.2415866,-1.1304662,-5.412368,-3.4410834,3.7003248,-0.7314595,4.894897,5.976229,-5.4838295,1.1185703,-0.6563635,-3.488504,-1.5172384,-2.5738347,-2.0689144,-1.9084723,-1.8917773,-4.131503,-1.8721703,-1.8758386,-0.8948047,2.3496013,2.2799451,1.7048595,1.9375314,1.8210268,-1.5380211,-0.77996767,-0.09016088,0.25416294,0.21771498,0.28748727,0.3339043,0.25013125,0.21676578,0.21357606,0.1545285,0.118748866,0.16121177,0.39619732,0.4384922
859,859,dsl_data/audio/speakers/V4ejqNL4xbUKkYrV/65ab8250-45a5-11e9-bf4b-216bfa333ac2.wav,V4ejqNL4xbUKkYrV,3,0,0,0,0,4459.9365234375,1927.2276127047292,1.1892985,1.6936629,2399.6225767107703,1162.7901074952472,0.21061022883581343,0.40774202670995263,1.450702947845805,-512.2614,73.54146,3.9642382,39.095108,-3.075882,-18.815378,-3.12991,-4.014616,-7.239488,0.8104977,-5.0461416,-4.7644877,2.0976267,-4.343758,1.9600725,3.7033405,-3.4926417,-2.843884,-1.6430261,-8.266702,-1.9964095,-0.24155913,-7.2087545,-1.8076699,-0.14868088,-0.89948183,-3.3580492,-0.68483704,-0.15784822,-1.5165819,-0.24317975,-2.1237798,0.3188933,-1.0357102,-2.2073631,-1.8508601,-1.1576328,-1.9900179,-2.3491359,-0.067441545,-2.0349312,-1.8050433,-1.2607927,-1.4794797,-0.9505486,-0.72741234,-1.1483377,-1.2928126,-1.0343115,-0.7238765,0.18381059,0.2990616,0.27670085,0.27471286,0.28463918,0.3509169,0.3870063,0.32362604,0.23203851,0.17151767,0.2420028,0.20273313
860,860,dsl_data/audio/speakers/ppymZZDb2Bf4NQnE/a1bbfe50-44f1-11e9-a1ea-79ca03012c0e.wav,ppymZZDb2Bf4NQnE,3,0,0,1,1,5256.446762840346,1555.795303887841,1.7620295,2.3657968,3095.6406903569464,1061.8394516951075,0.26282689791215014,0.4401691943401155,2.3220408163265307,-403.25906,52.219837,-37.714127,26.503172,-25.53207,10.080267,-20.805498,6.9269314,-3.8628008,0.7849995,0.9152399,-4.971039,4.1793914,-4.2026505,7.3025174,-10.505875,5.758,-5.204417,-1.7917197,3.680575,-1.7614604,3.0232444,-5.0746098,4.233676,-4.7242904,0.18000682,-2.4401903,0.53998446,1.1394632,-2.559449,1.0748776,-4.1154556,3.046815,-0.41258326,2.8136516,1.6580148,-0.8958647,0.42765653,0.18584956,1.0761647,0.29484698,0.55835885,-2.6865594,-0.27432543,-2.399729,-0.19763577,1.0114601,0.40418544,-0.805004,-2.0475242,0.23687962,0.22623372,0.2089434,0.23196419,0.16641624,0.21767092,0.26585418,0.29241565,0.30028495,0.26468536,0.37006205,0.4485957
861,861,dsl_data/audio/speakers/k5bqyxx2lzIbrlg9/144aa1e0-4526-11e9-a843-8db76f4b5e29.wav,k5bqyxx2lzIbrlg9,3,0,0,0,0,2538.433368389423,1785.6693707631484,1.2593309,1.450702,1374.6077388128128,872.8610037039215,0.07589715037708154,0.2648334815345677,1.7920181405895692,-347.48364,89.37208,25.125448,28.313574,-31.32377,-8.943876,-20.728968,-14.131756,0.69624805,-13.078763,-6.4301863,-17.566967,-6.520614,-4.7907205,-15.334759,-7.509022,-6.9107227,-3.544569,-7.3050246,-10.869395,-2.765728,0.98124814,-0.5320035,-3.148396,2.7577174,2.056847,-6.3149047,1.6487546,-0.63467634,-4.246836,2.7322097,-4.259514,-5.052689,-2.1180656,-5.170671,-4.018719,-3.5892198,-6.1335,-5.910559,-4.192783,-3.5951977,1.9371346,5.6664696,6.800481,7.180515,5.583149,4.1341343,0.70588803,-1.7006975,-2.196698,0.21980895,0.18783383,0.2583647,0.52346545,0.19965439,0.07630949,0.11176121,0.121262625,0.21817613,0.2506745,0.33674082,0.3140932
